customer_id,contract_start_date,contract_end_date,monthly_charges,total_charges,payment_method,tenure_months,service_type,contract_type,name
10620,2024-07-27,2026-04-22,72.8,1517.4,Mailed check,21,electricity,two year,Arianna Morelli
10621,2024-03-22,,82.5,1020.8,Bank transfer,13,gas,one year,Giulia Marchetti
10622,2021-02-09,,99.4,1342.0,Credit card,14,gas,month-to-month,Andrea Marini
10623,2022-03-26,2024-06-30,67.7,1839.2,Credit card,28,both,two year,Matteo Marini
10624,2022-11-28,,108.9,1040.1,Electronic check,10,gas,one year,Valentina Innocenti
10625,2021-12-05,,87.3,966.2,Credit card,11,gas,one year,Matteo Barbieri
10626,2024-06-06,,68.9,844.1,Credit card,12,both,one year,Giorgio Caruso
10627,2020-12-16,2022-01-07,55.5,708.3,Mailed check,13,both,month-to-month,Antonio Mancini
10628,2022-09-16,,85.8,1138.9,Bank transfer,13,both,one year,Martina Vitale
10629,2020-12-10,2021-04-12,77.4,301.5,Credit card,4,both,month-to-month,Arianna Bellini
10630,2021-05-28,,112.5,469.4,Credit card,4,both,month-to-month,Luigi Caruso
10631,2021-11-09,,90.9,1240.3,Credit card,14,both,month-to-month,Paolo Longo
10632,2023-11-11,,114.0,1285.1,Mailed check,11,gas,one year,Luca Martinelli
10633,2024-12-30,,69.1,725.3,Mailed check,11,gas,one year,Camilla Bianchi
10634,2024-09-30,,109.7,1359.7,Bank transfer,12,both,month-to-month,Francesco Bianco
10635,2021-09-24,,82.9,2074.3,Bank transfer,26,electricity,two year,Daniele Ferrara
10636,2021-01-21,,114.8,1646.6,Bank transfer,14,both,one year,Vincenzo Longo
10637,2023-10-01,,109.2,454.9,Credit card,4,gas,month-to-month,Silvia Lombardo
10638,2025-04-06,,118.6,1335.2,Credit card,11,gas,one year,Andrea Mancini
10639,2023-02-08,2023-09-26,82.2,633.1,Credit card,8,gas,month-to-month,Giulia Gentile
10640,2024-06-11,,57.1,880.2,Mailed check,15,both,one year,Alessia Bianchi
10641,2021-03-10,2022-04-26,79.2,1140.5,Electronic check,14,gas,one year,Francesco Fontana
10642,2021-10-12,,91.6,2212.6,Mailed check,24,electricity,two year,Elena Bianchi
10643,2020-08-21,,57.2,1426.1,Mailed check,24,gas,two year,Arianna Benedetti
10644,2022-03-23,,102.5,1147.4,Credit card,11,gas,one year,Angelo Moretti
10645,2024-10-20,,82.0,1048.9,Electronic check,13,gas,one year,Federica Caruso
10646,2025-08-01,,72.0,1517.3,Credit card,22,electricity,month-to-month,Fabio Marino
10647,2023-12-22,,50.9,1379.4,Electronic check,27,both,two year,Giulia Ferrari
10648,2020-10-20,,63.8,1271.7,Bank transfer,20,both,month-to-month,Alessandro Barbieri
10649,2020-11-30,2023-02-01,71.7,1776.4,Electronic check,26,both,two year,Elisa Marino
10650,2024-12-15,,99.8,1245.9,Credit card,13,both,one year,Marco Romano
10651,2022-05-10,,92.4,1149.0,Bank transfer,12,electricity,one year,Camilla Fontana
10652,2024-05-27,,85.0,2237.8,Credit card,26,electricity,two year,Giulia Giordano
10653,2025-03-06,2025-03-30,114.9,113.8,Electronic check,1,electricity,month-to-month,Salvatore Sanna
10654,2020-12-07,,60.2,185.4,Bank transfer,3,gas,month-to-month,Serena Marino
10655,2021-07-02,,61.6,1543.2,Electronic check,25,gas,two year,Daniele Sanna
10656,2022-07-05,,117.0,1622.6,Bank transfer,14,both,one year,Vincenzo Russo
10657,2023-06-04,,90.3,1788.6,Credit card,20,electricity,month-to-month,Alessandro Morelli
10658,2021-07-21,,73.7,560.2,Credit card,8,gas,month-to-month,Davide Ferrari
10659,2025-03-28,,75.3,659.9,Electronic check,9,both,month-to-month,Stefano Ferrara
10660,2021-10-20,,106.2,2481.8,Electronic check,23,both,month-to-month,Sara Costa
10661,2022-08-03,,94.4,773.2,Electronic check,8,both,month-to-month,Veronica Bianchi
10662,2022-12-22,,66.3,695.7,Electronic check,10,both,one year,Giulia Bianchi
10663,2024-03-14,,53.3,55.8,Mailed check,1,electricity,month-to-month,Silvia Romano
10664,2021-04-11,,119.3,1642.9,Mailed check,14,both,one year,Martina De Luca
10665,2024-03-27,2024-11-11,54.1,447.7,Bank transfer,8,gas,month-to-month,Alessia Rossi
10666,2022-08-27,,84.0,1915.6,Mailed check,24,electricity,two year,Elena Colombo
10667,2023-07-22,,94.5,1344.7,Electronic check,14,gas,one year,Veronica De Luca
10668,2023-03-06,,69.3,842.1,Credit card,12,both,one year,Sara Barbieri
10669,2025-01-16,,62.4,1382.6,Mailed check,23,electricity,two year,Daniele Bellini
10670,2022-05-17,2023-05-16,56.3,679.6,Electronic check,12,gas,one year,Giulia Coppola
10671,2021-10-01,,53.3,596.9,Electronic check,11,gas,one year,Elisa Marino
10672,2021-08-05,,89.2,2031.4,Electronic check,22,electricity,two year,Serena Russo
10673,2025-03-15,,104.5,2092.4,Electronic check,20,both,two year,Roberto Longo
10674,2024-11-22,,85.8,1492.8,Mailed check,17,electricity,month-to-month,Vincenzo Gentile
10675,2022-06-30,,53.5,1059.9,Bank transfer,20,both,two year,Roberto Sanna
10676,2021-05-06,,71.1,869.1,Electronic check,12,both,month-to-month,Martina Romano
10677,2025-04-03,,86.1,1192.8,Electronic check,14,both,one year,Roberto Longo
10678,2022-10-28,,109.8,1299.6,Credit card,12,both,month-to-month,Fabio Ricci
10679,2022-02-14,,63.7,817.4,Credit card,13,both,one year,Stefano Lombardi
10680,2024-08-06,2025-03-08,58.3,402.9,Electronic check,7,electricity,month-to-month,Serena Ricci
10681,2022-12-08,,62.3,1744.6,Electronic check,28,gas,two year,Davide Colombo
10682,2022-07-08,,93.2,1127.3,Credit card,12,electricity,one year,Daniele Moretti
10683,2020-12-04,2021-12-08,112.8,1334.8,Bank transfer,12,electricity,one year,Stefano Bellini
10684,2022-07-25,,53.8,688.1,Credit card,13,electricity,one year,Martina Marini
10685,2022-10-29,,69.3,1205.8,Electronic check,18,both,month-to-month,Daniele Giordano
10686,2023-11-14,,66.5,1278.9,Mailed check,20,both,two year,Elena Caruso
10687,2020-12-24,,113.6,2716.1,Electronic check,25,electricity,two year,Salvatore Barbieri
10688,2022-03-06,,79.1,1645.6,Electronic check,21,both,two year,Marco Bruno
10689,2024-02-26,,68.8,1585.5,Bank transfer,22,gas,two year,Elisa Coppola
10690,2023-04-11,,107.9,320.3,Credit card,3,gas,month-to-month,Vincenzo Coppola
10691,2023-11-06,,59.0,1163.4,Credit card,19,gas,month-to-month,Marco Gallo
10692,2021-01-02,2021-07-31,91.7,648.8,Bank transfer,7,gas,month-to-month,Sofia Innocenti
10693,2025-02-20,,108.6,1151.1,Mailed check,11,gas,one year,Giorgio Romano
10694,2024-12-22,,67.4,1245.8,Bank transfer,19,gas,month-to-month,Sara Moretti
10695,2023-10-15,,82.8,1289.2,Mailed check,15,both,one year,Chiara Bianchi
10696,2025-05-04,2026-02-15,90.8,937.6,Mailed check,10,gas,month-to-month,Sofia Rossi
10697,2025-02-07,,53.5,1072.9,Bank transfer,21,both,two year,Sofia Ferrari
10698,2022-09-25,2022-11-20,118.9,244.2,Bank transfer,2,gas,month-to-month,Chiara Russo
10699,2024-03-28,2025-04-09,102.5,1300.0,Credit card,13,gas,month-to-month,Martina Costa
10700,2021-04-05,,99.0,1042.4,Credit card,11,electricity,one year,Marco Lombardo
10701,2025-02-25,,65.2,1698.9,Mailed check,27,both,two year,Elisa Caruso
10702,2021-01-08,,82.0,1231.0,Bank transfer,15,both,one year,Alessia Benedetti
10703,2022-01-08,,54.5,1271.1,Bank transfer,24,gas,two year,Giulia Martinelli
10704,2025-03-09,,89.5,893.6,Credit card,10,electricity,month-to-month,Ilaria Vitale
10705,2024-06-06,2026-08-31,52.0,1424.2,Mailed check,27,both,two year,Francesco Lombardo
10706,2023-05-10,,91.1,1863.3,Electronic check,21,gas,two year,Davide Fiore
10707,2022-06-30,,55.2,1023.4,Mailed check,19,electricity,month-to-month,Chiara De Luca
10708,2022-08-20,,75.4,948.9,Electronic check,12,electricity,one year,Valentina Morelli
10709,2022-02-09,2023-04-18,82.4,1189.4,Bank transfer,14,both,one year,Antonio Lombardo
10710,2023-12-18,,52.1,1102.0,Bank transfer,21,electricity,month-to-month,Elisa Sanna
10711,2025-08-05,,52.5,572.2,Credit card,11,gas,one year,Francesco Basile
10712,2022-10-22,,54.8,559.6,Mailed check,10,both,one year,Luigi Romano
10713,2023-04-19,,114.8,1314.5,Credit card,11,both,month-to-month,Matteo Bruno
10714,2025-03-06,,77.9,1089.7,Electronic check,14,gas,one year,Luigi Marini
10715,2021-09-17,,72.1,1653.5,Mailed check,23,gas,month-to-month,Alessandro Mancini
10716,2024-01-22,,86.0,1000.8,Electronic check,12,both,one year,Sara Morelli
10717,2025-05-07,2026-05-06,110.1,1366.3,Electronic check,12,electricity,month-to-month,Francesco Giordano
10718,2024-03-30,,58.3,661.9,Mailed check,11,gas,month-to-month,Roberto Morelli
10719,2025-07-07,2027-02-16,93.0,1806.1,Bank transfer,20,gas,month-to-month,Matteo Bianchi
10720,2022-04-29,,84.8,416.2,Electronic check,5,electricity,month-to-month,Sara Marini
10721,2023-04-03,2024-01-09,65.1,606.5,Bank transfer,9,both,month-to-month,Ilaria Lombardi
10722,2021-11-29,,66.8,1600.7,Credit card,24,both,two year,Marco Rossi
10723,2023-10-06,,105.0,2883.1,Mailed check,27,electricity,two year,Stefano Marini
10724,2021-04-10,,62.3,1368.7,Bank transfer,23,both,two year,Giorgio Longo
10725,2020-10-30,,105.9,2237.3,Mailed check,21,electricity,two year,Elisa Esposito
10726,2025-05-10,,119.9,3208.3,Electronic check,28,electricity,two year,Valentina Romano
10727,2021-06-20,,113.6,711.8,Mailed check,6,gas,month-to-month,Antonio Santoro
10728,2023-05-02,,76.9,302.7,Bank transfer,4,both,month-to-month,Elena Conti
10729,2021-08-05,,89.5,2353.5,Mailed check,26,electricity,two year,Vincenzo De Luca
10730,2025-05-09,,66.5,698.1,Bank transfer,11,gas,one year,Alessandro Russo
10731,2021-10-15,,119.1,1487.6,Bank transfer,13,electricity,one year,Luca Colombo
10732,2025-03-25,2026-08-03,116.4,2057.4,Mailed check,17,both,month-to-month,Veronica Mancini
10733,2022-09-21,,71.8,423.9,Mailed check,6,both,month-to-month,Nicole Santoro
10734,2023-01-28,,93.7,928.8,Electronic check,10,gas,one year,Angelo Rossi
10735,2024-09-02,,117.7,2059.5,Electronic check,18,both,month-to-month,Giorgio Romano
10736,2024-02-16,,55.7,672.5,Credit card,12,gas,month-to-month,Nicole Esposito
10737,2023-06-14,,91.8,2024.4,Mailed check,22,both,two year,Andrea Marchetti
10738,2025-03-04,2026-05-13,80.6,1264.8,Credit card,15,both,month-to-month,Veronica Basile
10739,2021-12-25,,76.3,769.3,Mailed check,10,both,month-to-month,Marco Ricci
10740,2024-01-24,,90.0,1322.7,Electronic check,15,electricity,one year,Matteo Ricci
10741,2022-08-01,,54.9,626.3,Mailed check,12,both,one year,Antonio Innocenti
10742,2022-04-08,2022-05-13,101.3,105.3,Mailed check,1,both,month-to-month,Ilaria Ferrara
10743,2022-08-26,,65.3,826.9,Mailed check,13,electricity,one year,Valentina Marchetti
10744,2022-12-27,,87.4,605.6,Electronic check,7,electricity,month-to-month,Paolo Santoro
10745,2024-01-11,,109.4,1372.6,Mailed check,13,electricity,one year,Luca Gallo
10746,2023-05-06,2025-03-19,85.2,1998.5,Mailed check,23,gas,month-to-month,Elisa Santoro
10747,2025-06-23,,81.0,643.8,Credit card,8,electricity,month-to-month,Chiara Gallo
10748,2021-01-28,,74.0,1079.7,Electronic check,14,gas,month-to-month,Debora De Luca
10749,2023-10-10,,65.4,1502.6,Mailed check,22,electricity,two year,Salvatore Costa
10750,2024-10-09,,98.9,1141.5,Credit card,11,electricity,one year,Simone Russo
10751,2022-05-22,,67.9,1331.1,Bank transfer,20,gas,two year,Elena Esposito
10752,2023-11-30,,79.0,2005.4,Electronic check,25,both,two year,Giulia Conti
10753,2025-04-14,,78.3,1041.7,Bank transfer,14,electricity,one year,Marco Ricci
10754,2020-10-30,,108.2,1316.4,Electronic check,12,electricity,one year,Sara Colombo
10755,2025-03-01,,60.4,60.6,Mailed check,1,both,month-to-month,Martina Ricci
10756,2021-03-13,,86.4,1015.8,Credit card,12,gas,month-to-month,Debora Caruso
10757,2023-07-25,,73.2,778.6,Bank transfer,11,gas,one year,Alessandro Bellini
10758,2020-10-20,,68.3,785.9,Bank transfer,11,both,one year,Davide Bianco
10759,2020-08-24,,72.2,1809.2,Mailed check,24,gas,month-to-month,Silvia Ferrari
10760,2023-09-05,,117.8,1730.8,Mailed check,14,electricity,one year,Ilaria Conti
10761,2021-02-09,,82.8,2248.2,Electronic check,26,gas,two year,Davide Lombardo
10762,2022-07-16,,107.5,1444.5,Credit card,13,gas,one year,Fabio Romano
10763,2023-08-19,2024-08-27,64.7,774.7,Electronic check,12,electricity,one year,Daniele Bianco
10764,2023-04-07,,84.4,1574.4,Electronic check,18,gas,month-to-month,Federica Morelli
10765,2025-05-17,,88.7,1073.8,Electronic check,12,electricity,one year,Fabio Innocenti
10766,2023-12-16,,108.1,1341.5,Credit card,13,gas,month-to-month,Marco Esposito
10767,2022-11-11,,79.6,798.5,Bank transfer,10,electricity,one year,Luigi Rossi
10768,2023-02-06,,90.3,1118.7,Bank transfer,12,both,one year,Fabio Mancini
10769,2021-04-08,,73.9,780.5,Mailed check,11,gas,one year,Luigi Marchetti
10770,2025-07-18,,69.5,1520.0,Bank transfer,23,electricity,two year,Silvia Ricci
10771,2021-04-27,,79.5,873.0,Bank transfer,11,gas,one year,Arianna Bruno
10772,2024-07-26,,90.1,1286.9,Mailed check,14,gas,month-to-month,Sara Caruso
10773,2024-11-11,,83.8,1452.9,Mailed check,17,electricity,month-to-month,Elena Coppola
10774,2023-07-25,,106.2,1394.0,Credit card,13,gas,one year,Alessandro Conti
10775,2021-03-28,,69.5,1913.6,Mailed check,27,both,two year,Serena Gallo
10776,2025-06-09,,105.1,2333.7,Mailed check,22,gas,two year,Francesco Bianchi
10777,2023-01-01,,92.8,457.0,Bank transfer,5,both,month-to-month,Davide Ferrari
10778,2024-10-15,,63.1,1472.7,Electronic check,23,gas,two year,Martina Gallo
10779,2020-10-18,,87.6,1268.6,Bank transfer,14,gas,one year,Salvatore Rossi
10780,2023-08-02,2023-12-10,110.8,425.5,Bank transfer,4,electricity,month-to-month,Michela Longo
10781,2022-10-26,,114.8,2023.1,Bank transfer,18,electricity,month-to-month,Matteo Romano
10782,2021-10-03,,53.9,1341.3,Mailed check,25,both,two year,Salvatore Benedetti
10783,2024-10-19,,87.6,1279.9,Credit card,14,both,one year,Elena Rossi
10784,2021-01-05,,106.3,1075.6,Credit card,10,electricity,one year,Antonio Gentile
10785,2023-08-11,,68.3,71.2,Credit card,1,electricity,month-to-month,Marco Bianchi
10786,2022-03-17,,109.4,1576.9,Bank transfer,14,electricity,one year,Luca Marini
10787,2023-01-30,,62.7,1554.0,Bank transfer,24,gas,two year,Sara Conti
10788,2024-07-06,,52.9,1132.1,Credit card,22,electricity,month-to-month,Elena Bruno
10789,2022-01-10,,54.6,160.8,Bank transfer,3,gas,month-to-month,Giorgio Morelli
10790,2022-11-19,,118.2,1831.6,Mailed check,16,electricity,month-to-month,Alessandro Vitale
10791,2022-11-07,,64.8,134.4,Mailed check,2,both,month-to-month,Michela Fontana
10792,2025-04-09,2026-04-28,84.5,1055.7,Mailed check,13,gas,month-to-month,Silvia Bianchi
10793,2025-06-24,,79.6,1980.0,Credit card,25,gas,two year,Fabio Coppola
10794,2023-12-29,2024-11-08,97.3,944.5,Credit card,10,both,one year,Luigi Martinelli
10795,2020-10-16,,50.5,1092.2,Mailed check,21,gas,two year,Francesco Rossi
10796,2024-09-27,,101.3,2869.0,Credit card,27,gas,two year,Paolo Colombo
10797,2024-09-22,,92.7,1953.7,Credit card,22,both,month-to-month,Silvia Barbieri
10798,2023-04-22,,95.3,2147.3,Electronic check,23,electricity,two year,Salvatore Ferrari
10799,2021-06-03,,70.0,785.2,Credit card,11,both,one year,Martina Romano
10800,2024-01-12,,83.5,1114.4,Bank transfer,14,gas,one year,Luigi Romano
10801,2023-06-16,,101.4,2410.5,Mailed check,24,gas,two year,Vincenzo Romano
10802,2023-01-24,,117.6,1453.7,Electronic check,12,both,one year,Serena Gallo
10803,2023-05-17,,99.4,2500.4,Electronic check,24,gas,two year,Alessia Benedetti
10804,2024-11-23,,85.5,2169.1,Bank transfer,25,gas,two year,Davide Bruno
10805,2022-12-23,,81.7,1640.0,Bank transfer,21,both,two year,Sofia Ferrari
10806,2022-11-02,,92.0,1133.8,Electronic check,12,gas,one year,Salvatore Vitale
10807,2022-09-22,,94.0,1920.7,Credit card,21,both,month-to-month,Michela Benedetti
10808,2021-01-17,,51.6,623.2,Credit card,12,both,one year,Gaia Bianchi
10809,2022-08-14,,109.3,1607.3,Electronic check,15,gas,one year,Debora Bruno
10810,2023-08-07,,111.3,1461.1,Credit card,13,electricity,one year,Daniele Romano
10811,2022-02-10,,71.6,957.3,Bank transfer,13,both,one year,Michela Sanna
10812,2025-07-14,,69.4,975.9,Credit card,14,gas,one year,Marco Basile
10813,2022-04-28,2023-06-06,73.3,964.0,Electronic check,13,both,one year,Luca Gentile
10814,2021-01-05,,94.0,1272.0,Bank transfer,13,both,one year,Marco Fiore
10815,2024-04-17,,109.1,1639.8,Bank transfer,15,electricity,one year,Francesco Gallo
10816,2024-05-25,,68.8,686.0,Mailed check,10,electricity,one year,Valentina Gentile
10817,2025-03-11,,67.2,1487.4,Electronic check,22,gas,two year,Federica Bruno
10818,2020-08-23,2021-10-01,112.4,1512.9,Bank transfer,13,both,one year,Michela Ferrara
10819,2025-06-22,2026-04-20,61.1,590.5,Credit card,10,gas,month-to-month,Elena Benedetti
10820,2025-04-02,,111.7,1426.6,Credit card,13,electricity,one year,Elisa Bianco
10821,2024-05-01,,119.5,3344.2,Mailed check,28,gas,two year,Valentina Fontana
10822,2025-07-20,,99.5,1423.3,Mailed check,15,both,one year,Alessandro Caruso
10823,2023-04-18,2024-03-05,113.8,1203.8,Bank transfer,11,both,month-to-month,Fabio Colombo
10824,2024-08-25,,91.3,1306.9,Bank transfer,15,both,one year,Stefano Benedetti
10825,2022-12-14,2023-05-03,113.5,583.1,Electronic check,5,both,month-to-month,Simone Morelli
10826,2022-02-17,,70.8,951.4,Mailed check,13,both,month-to-month,Marco Innocenti
10827,2024-09-07,,106.4,1178.8,Bank transfer,11,both,month-to-month,Valentina Barbieri
10828,2021-11-29,,67.8,870.3,Mailed check,13,gas,one year,Sofia Marini
10829,2023-04-24,,104.1,2101.7,Credit card,20,electricity,two year,Debora Longo
10830,2023-04-26,2024-02-22,77.6,741.6,Bank transfer,10,electricity,month-to-month,Elena Russo
10831,2025-06-22,,59.6,233.9,Bank transfer,4,electricity,month-to-month,Ilaria Ferrari
10832,2022-07-06,,83.8,2163.0,Electronic check,27,both,two year,Giorgio Barbieri
10833,2022-01-20,,109.5,1221.0,Electronic check,11,both,one year,Paolo Lombardo
10834,2023-04-03,,58.5,753.1,Mailed check,13,electricity,one year,Vincenzo Giordano
10835,2023-12-15,,63.1,784.5,Credit card,12,both,one year,Ilaria Ricci
10836,2024-03-18,,117.2,3072.3,Electronic check,26,electricity,two year,Chiara Giordano
10837,2024-12-04,,97.8,1015.3,Credit card,10,both,one year,Marco De Luca
10838,2021-03-23,,64.2,917.4,Mailed check,15,electricity,one year,Stefano Costa
10839,2025-03-28,2025-05-16,102.1,213.7,Mailed check,2,both,month-to-month,Luca Bianchi
10840,2021-08-02,,113.0,115.2,Bank transfer,1,both,month-to-month,Silvia Santoro
10841,2023-08-06,,110.4,1255.7,Bank transfer,11,gas,one year,Martina Fontana
10842,2024-09-10,,100.3,1350.3,Mailed check,14,both,month-to-month,Fabio Bianco
10843,2025-04-27,,55.2,1113.7,Mailed check,21,both,two year,Debora Caruso
10844,2023-08-25,,53.6,556.6,Bank transfer,10,electricity,month-to-month,Salvatore Mancini
10845,2021-11-16,,111.3,3088.4,Bank transfer,28,both,two year,Roberto Gallo
10846,2021-01-17,,106.8,2740.0,Electronic check,25,gas,two year,Elisa Fontana
10847,2024-08-26,,63.1,1612.9,Mailed check,25,gas,two year,Daniele Esposito
10848,2022-01-27,2022-03-06,91.1,87.5,Credit card,1,both,month-to-month,Giulia Marchetti
10849,2024-07-06,2025-04-17,113.5,997.0,Mailed check,9,gas,month-to-month,Marco Bellini
10850,2022-08-31,2022-10-19,86.0,179.4,Electronic check,2,both,month-to-month,Elisa Fontana
10851,2023-11-17,,93.2,1836.8,Mailed check,20,both,month-to-month,Sara Fontana
10852,2023-08-15,2023-10-03,98.8,202.3,Mailed check,2,gas,month-to-month,Davide Costa
10853,2024-11-01,,104.9,1449.2,Electronic check,14,electricity,one year,Giulia Romano
10854,2022-08-11,,119.5,2884.0,Bank transfer,25,both,two year,Federica Innocenti
10855,2024-05-26,,55.4,400.7,Electronic check,7,gas,month-to-month,Daniele Santoro
10856,2022-08-02,,110.2,2539.0,Electronic check,23,both,two year,Andrea Benedetti
10857,2024-01-24,2025-06-19,91.3,1523.7,Bank transfer,17,gas,month-to-month,Stefano Fontana
10858,2023-06-04,,65.2,981.2,Mailed check,15,both,one year,Marco Romano
10859,2022-09-04,,68.0,1677.5,Electronic check,25,gas,two year,Veronica Giordano
10860,2023-10-25,,96.4,1352.7,Bank transfer,14,gas,one year,Francesco Innocenti
10861,2025-04-28,,104.3,1619.2,Mailed check,16,both,month-to-month,Daniele Romano
10862,2025-05-09,,66.4,63.8,Bank transfer,1,both,month-to-month,Gaia Romano
10863,2020-09-27,,118.7,1351.6,Bank transfer,11,gas,one year,Nicole Russo
10864,2024-01-20,,56.2,1132.1,Credit card,21,both,month-to-month,Francesco Romano
10865,2022-03-30,2023-09-19,72.6,1278.7,Bank transfer,18,both,month-to-month,Camilla Bianco
10866,2022-08-03,,51.9,1155.7,Bank transfer,22,both,two year,Simone Marino
10867,2025-07-09,,98.0,1935.4,Bank transfer,20,both,two year,Gaia Lombardi
10868,2023-12-27,,118.0,974.6,Bank transfer,8,gas,month-to-month,Elena Gentile
10869,2023-02-01,,63.3,1682.4,Electronic check,27,gas,two year,Sara Marchetti
10870,2025-03-04,,113.1,1156.9,Bank transfer,10,both,one year,Fabio Costa
10871,2021-03-20,,71.9,630.2,Credit card,9,electricity,month-to-month,Sara De Luca
10872,2021-04-21,,115.4,1561.1,Electronic check,14,gas,one year,Serena Santoro
10873,2022-05-26,,102.8,1200.5,Bank transfer,12,electricity,month-to-month,Debora Marchetti
10874,2023-06-06,,61.2,1268.4,Electronic check,21,both,two year,Valentina Gallo
10875,2025-04-15,,77.4,592.6,Mailed check,8,electricity,month-to-month,Nicole Esposito
10876,2021-10-05,2022-11-16,87.1,1167.9,Mailed check,14,electricity,month-to-month,Martina Conti
10877,2023-12-17,,60.4,797.1,Credit card,13,electricity,one year,Davide Lombardo
10878,2021-08-02,,95.1,1140.6,Credit card,12,gas,one year,Alessia De Luca
10879,2025-04-04,,54.0,575.7,Bank transfer,11,both,month-to-month,Daniele Romano
10880,2021-07-22,,67.2,646.6,Credit card,10,electricity,one year,Marco Longo
10881,2024-06-12,,74.0,1536.9,Credit card,20,electricity,two year,Elena Santoro
10882,2021-06-01,2022-07-25,72.4,965.5,Bank transfer,14,both,one year,Valentina Bianco
10883,2023-01-07,2024-08-15,66.5,1270.1,Bank transfer,20,both,month-to-month,Elisa Ferrari
10884,2024-09-03,2026-09-07,77.3,1763.4,Mailed check,24,both,two year,Michela Esposito
10885,2021-03-16,,115.1,1389.7,Electronic check,12,both,month-to-month,Marco Vitale
10886,2022-06-26,,95.8,2405.1,Electronic check,26,gas,two year,Francesco Ferrara
10887,2021-02-03,,68.7,1788.4,Bank transfer,25,both,two year,Elena Bianco
10888,2023-02-01,2023-06-07,90.8,373.3,Mailed check,4,both,month-to-month,Marco Bianchi
10889,2021-03-02,,77.1,154.2,Mailed check,2,gas,month-to-month,Matteo Marino
10890,2024-07-02,2024-10-18,105.6,441.7,Bank transfer,4,both,month-to-month,Antonio Innocenti
10891,2023-09-02,,101.2,1225.6,Bank transfer,12,electricity,one year,Stefano Ricci
10892,2023-11-17,,52.5,667.6,Electronic check,13,electricity,one year,Nicole Colombo
10893,2022-10-20,,68.9,752.3,Credit card,11,electricity,one year,Angelo Barbieri
10894,2023-01-17,,84.4,962.9,Electronic check,12,gas,one year,Martina Marchetti
10895,2020-12-28,,93.4,553.3,Credit card,6,gas,month-to-month,Andrea Fiore
10896,2022-05-20,,105.9,1467.2,Bank transfer,14,electricity,one year,Elisa Marchetti
10897,2024-06-05,,119.8,2362.4,Bank transfer,20,gas,month-to-month,Roberto Ferrara
10898,2022-09-08,,100.0,2024.3,Mailed check,20,gas,two year,Veronica Rossi
10899,2023-02-21,,94.9,1074.0,Bank transfer,11,gas,month-to-month,Angelo Colombo
10900,2024-05-05,,83.8,2001.5,Bank transfer,23,both,two year,Marco De Luca
10901,2022-06-21,,95.9,1369.9,Bank transfer,14,gas,one year,Sofia Gentile
10902,2023-08-04,,51.2,1022.8,Credit card,20,both,month-to-month,Ilaria Gallo
10903,2023-02-17,,52.3,1078.7,Bank transfer,20,both,two year,Simone Martinelli
10904,2025-07-22,,109.0,1542.0,Bank transfer,14,electricity,one year,Arianna Romano
10905,2024-05-20,,114.0,789.4,Mailed check,7,both,month-to-month,Luca Bellini
10906,2022-03-25,,71.2,1845.5,Bank transfer,25,both,two year,Serena Coppola
10907,2023-09-05,,71.3,725.7,Credit card,10,gas,one year,Angelo Bruno
10908,2023-09-15,,71.8,1064.2,Credit card,15,gas,one year,Veronica Lombardo
10909,2022-07-13,2023-05-22,72.1,708.8,Credit card,10,gas,month-to-month,Vincenzo Barbieri
10910,2020-09-25,,52.0,697.9,Bank transfer,14,both,one year,Ilaria Bruno
10911,2023-08-10,,52.2,509.2,Bank transfer,10,gas,month-to-month,Andrea Bruno
10912,2024-07-27,,110.2,1434.6,Mailed check,13,both,month-to-month,Martina Longo
10913,2024-09-14,,61.9,683.0,Credit card,11,gas,month-to-month,Chiara Romano
10914,2023-05-01,,75.3,1037.9,Bank transfer,14,electricity,one year,Roberto Sanna
10915,2025-01-07,,75.5,1531.2,Bank transfer,21,electricity,two year,Matteo Caruso
10916,2023-04-13,,75.6,1010.0,Bank transfer,14,gas,month-to-month,Chiara Bianco
10917,2022-07-19,,80.7,2319.0,Mailed check,28,both,two year,Alessandro Fontana
10918,2022-04-17,,92.2,450.9,Electronic check,5,both,month-to-month,Veronica Russo
10919,2021-02-12,,95.3,1272.4,Credit card,13,electricity,one year,Luigi Basile
10920,2024-11-24,,88.0,1366.3,Electronic check,15,gas,month-to-month,Debora Esposito
10921,2023-04-12,,110.4,344.3,Bank transfer,3,electricity,month-to-month,Alessia Colombo
10922,2023-05-27,,84.0,1127.5,Credit card,14,both,month-to-month,Federica Colombo
10923,2024-06-30,2026-03-04,71.6,1405.2,Electronic check,20,both,month-to-month,Gaia Bianchi
10924,2022-06-12,,66.4,768.7,Electronic check,12,electricity,one year,Marco Ricci
10925,2023-11-17,,78.5,2050.2,Credit card,27,gas,two year,Michela Fiore
10926,2022-07-03,,85.1,2041.2,Credit card,24,electricity,month-to-month,Luigi Coppola
10927,2023-04-18,,51.8,106.3,Bank transfer,2,electricity,month-to-month,Alessia De Luca
10928,2020-10-30,,65.3,1651.4,Bank transfer,25,gas,two year,Elisa Esposito
10929,2022-04-08,,52.3,1137.9,Credit card,22,electricity,two year,Camilla Ferrari
10930,2022-05-18,,79.5,2124.5,Credit card,27,electricity,two year,Martina Colombo
10931,2021-02-19,,115.2,1190.9,Credit card,10,both,one year,Andrea Giordano
